"","restaurant_name","rating_review","review_id","title_review","review_full","date","city","author_id"
"6206","PRINT",5,"review_177928819","Farm to Table Excellence in Hell's Kitchen","Started the evening with gorgeous fall sunset on rooftop at Press Lounge before having dinner at Print restaurant. Nicely surprised by beautiful birthday dessert. Headed back up to rooftop for the rest of the evening. Perfect way to spend a birthday with sister.",2013-09-20,"New_York_City_New_York","UID_5919"
"321362","Ellen_s_Stardust_Diner",5,"review_154206806","Exciting and entertaining!","Visiting this restaurant was quite an experience in NYC!  The wait staff was so entertaining singing and dancing - trying to make it on Broadway!",2013-03-10,"New_York_City_New_York","UID_182435"
"435407","Orsay",4,"review_376446274","Nice Working Lunch!","I was invited to Lunch with my boss and a few Department Heads and they chose this location.  I have never been to a French Restaurant before and the experience was quite delightful.  I did not know what to order and played it safe and ordered the Croque Monsieur which was kinda like a grilled cheese sandwich.  It was really really really good! It came with a choice of fries or a salad and I chose the salad which was quite tasty too.  Others ordered the Wagyu Burger (he wasn't that impressed) and two others ordered the Chopped Kale Chicken Salad. (Their plates were licked clean, not really licked but clean.) The service was excellent and they were attentive to all our needs. In the end, the best thing was I didn't pay the bill. I will definitely try this restaurant for dinner when I'm in town with the wife.",2016-05-25,"New_York_City_New_York","UID_6937"
"370509","The_Spotted_Pig",5,"review_599809177","What a quirky, quaint and succulent experience","I read about it on TripAdvisor as something one should try to find and indulge in ... and I was not disappointed. From the outside it looks really nostalgic and surrounding areas are all greenery on brick walls and, of course, a pig hanging from the entrance door.  There are more piggies inside and other wondrous quirky things ... bit it does not end there ... the menu is excellent and I certainly also appreciated the service. The place is worth seeking out. Something to remember NY by that is a bit of the beaten track.",2018-07-26,"New_York_City_New_York","UID_133848"
"393462","Melba_s",5,"review_421115408","Unrey's Group from Texas","I took a group of 54 people to Melba' s Restaurant in Harlem on Sept. 21. 2016 and the food was ""Fantastic"". I had the Catfish & Waffles with Strawberry Butter. It was to die for. Some had the Shrimp which were hugh & delicious and others the Chicken, Collard Greens and Mac & Cheese. All said it was great. Called to let them know we were coming and when we got there just as they opened they were ready for us. The manager Sherry was very friendly and gave us a Big Southern welcome. She said Melba was not there but as we were eating she came in and was very very friendly and welcomed all of us and took pictures with us. So if you are ever in Harlem and want some good Soul Food find your way to Melba's located on 114th St & Frederick Douglas Blvd. Whenever we are back in Harlem we will definitely go back to Melba's.",2016-09-22,"New_York_City_New_York","UID_52313"
"360026","New_Wonjo_Restaurant",5,"review_732481984","You have to be very patient for great Korean food","You have to be very patient to queue for a table but the wait is well worthy. Food is Still simply authentic after all these years. one of the best Korean restaurants around in nyc",2019-12-13,"New_York_City_New_York","UID_5796"
"496493","Old_Homestead_Steakhouse",4,"review_417279537","VERY GOOD PRIME RIB!","If you want a very good prime while you're in NYC...make a reservation and enjoy! Best prime rib I've had in quite a while. Also...order the potato pancakes..they're as good as grandma's! Unfortunately, the french onion soup was just average.",2016-09-11,"New_York_City_New_York","UID_245431"
"207607","Don_Antonio",5,"review_207965029","YAY! Good gluten free PIZZA!!","Recommended by our concierge; it was a couple blocks from our hotel and it was FABULOUS! Noisy, fast atmosphere; (it was around 10:30 PM and packed) but the Italian waitress was wonderful, in fact I forgot for a moment that I wasn't in Italy! Many GF choices but I had the prosciutto/arugula pizza and even my non-GF, Italian man loved it...the true test! Amazing homemade mozzarella too.",2014-05-29,"New_York_City_New_York","UID_95028"
"102948","Brasserie_8_1_2",4,"review_129039969","Good place for Sunday brunch","Best brownies I ever had and that's saying something.",2012-04-29,"New_York_City_New_York","UID_73511"
"111097","Via_Carota",5,"review_640165270","Excellent food","The restraunt does not take bookings, so you put your name on a slate and stroll arround for a while, but make sure you get back in good time for your table - the gentleman who manages the process pretty much got it right with us. The food is thoughtful and excellent, it is well cooked, well presented, served efficiently and professionally by waiters who know and understand food, It was a joyful occasion: I will return.",2018-12-17,"New_York_City_New_York","UID_25601"
"476925","Hu_Kitchen",4,"review_341537790","So good. Wholefood casual eatery at its best","I went here 3 times in a week while in NYC because I found on the days I just wanted to stay exploring rather than taking time for a formal dining lunch, this was the perfect, quick fuel full of delicious, healthy options. If you have special dietary needs this caters to everyone, but if you just love ethical, sustainable food, then you'll love it all. Do NOT leave without a bar of the crisp mint dark chocolate. I still dream of it! ",2016-01-20,"New_York_City_New_York","UID_98529"
"476229","Hu_Kitchen",1,"review_712874653","Disappointed ","Rude staff. Waited 15 min to for someone to acknowledge my presence.  The supposed white bean chili is basically toilet water vegetables soup for $8. Severely disappointed",2019-09-25,"New_York_City_New_York","UID_187005"
"298864","Locanda_Verde",5,"review_216233210","Exceptional Brunch","We didn't have reservations, it was quite a wait, but the end result was exceptional.  Food was worth the wait.  We shared several dishes and all were great, as usual we washed down with our favorite prosecco.  Check it out, make a reservation!!!!",2014-07-19,"New_York_City_New_York","UID_37498"
